slug,source,severity,score,recommendedFix,issues
first-meeting-silence-AexZ,database-only,Pass,95,유지,
free-trial-cancel-style-ZfS7,database-only,Pass,95,유지,
friend-advice-style-PSLS,database-only,Pass,95,유지,
friend-photo-tagging-CKu1,database-only,Pass,95,유지,
friendship-pace-style-UsWe,database-only,Pass,95,유지,
goods-keeping-type-3ez-,database-only,Pass,95,유지,
group-chat-read-style-WLA_,database-only,Pass,95,유지,
group-trip-role-CIMN,database-only,Pass,95,유지,
gukmul-vs-bibim-style-test-p0Q2,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
heatwave-appointment-boundary-3uGU,database-only,Pass,95,유지,
hobby-tool-upgrade-2kvY,database-only,Pass,95,유지,
holiday-family-energy-gSgu,database-only,Pass,95,유지,
home-bedding-change-rhythm,database-only,Pass,95,유지,
home-closet-season-shift,database-only,Pass,95,유지,
home-desk-reset-routine,database-only,Pass,95,유지,
home-entryway-organization,database-only,Pass,95,유지,
home-noise-boundary-FDVK,database-only,Pass,95,유지,
home-pantry-inventory,database-only,Pass,95,유지,
home-plant-watering-routine,database-only,Pass,95,유지,
home-trash-sorting-flow,database-only,Pass,95,유지,
household-tool-borrowing-KufB,database-only,Pass,95,유지,
insurance-clause-check-v2KO,database-only,Pass,95,유지,
jikdaeding-personality-test-2EK2,database-only,Pass,95,유지,
jjigae-vs-gukmul-personality-test-Wb50,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
kimbap-dna-test-wTRs,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
korean-genre-style-test-C7vy,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
laundry-detergent-choice-OFpy,database-only,Pass,95,유지,
leaving-check-style-rezv,database-only,Pass,95,유지,
library-seat-selection-test-PHK_,database-only,Pass,95,유지,
limited-drop-queue-GoUr,database-only,Pass,95,유지,
lost-item-response-style-hhXS,database-only,Pass,95,유지,
lunch-break-boundary-u6f4,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
lunchbox-style-test-BQ9n,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
meeting-keyboard-sound-OZsn,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
meeting-note-taking-vYN8,database-only,Pass,95,유지,
meme-reaction-style-test-Fi2N,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
monsoon-indoor-plan-iouR,database-only,Pass,95,유지,
monthly-planner-map-pzVq,database-only,Pass,95,유지,
morning-window-open-bAAy,database-only,Pass,95,유지,
movie-credit-patience-wdtV,database-only,Pass,95,유지,
movie-picking-style-test-enKw,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
neighbor-smalltalk-style-eCoH,database-only,Pass,95,유지,
newsletter-curation-type-VmMb,database-only,Pass,95,유지,
newyear-goal-stamina-9kXr,database-only,Pass,95,유지,
nickname-acceptance-style-Y7BO,database-only,Pass,95,유지,
nickname-choice-type-QB-a,database-only,Pass,95,유지,
parcel-unboxing-style-6bhe,database-only,Pass,95,유지,
password-care-type-m9Ff,database-only,Pass,95,유지,
perfection-balance-1xQC,database-only,Pass,95,유지,
pizza-topping-mbti-test-hFyj,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
plant-care-style-n-bg,database-only,Pass,95,유지,
popup-store-reaction-QO-G,database-only,Pass,95,유지,
practice-participation-attitude-test-6z2j,database-only,Pass,95,유지,
price-alert-waiting-GPDC,database-only,Pass,95,유지,
procrastination-excuse-90j1,database-only,Pass,95,유지,
product-review-reading-style-t4jU,database-only,Pass,95,유지,
professor-consultation-readiness-test-lG38,database-only,Pass,95,유지,
promise-delay-reaction-nBFg,database-only,Pass,95,유지,
puzzle-solving-style-j5tm,database-only,Pass,95,유지,
quiz-pmctma-8zTO,database-only,Pass,95,유지,
quiz-tsa4s7-i_Ns,database-only,Pass,95,유지,
recycling-style-uVwT,database-only,Pass,95,유지,
reels-save-type-aTza,database-only,Pass,95,유지,
refund-exchange-style-p9m8,database-only,Pass,95,유지,
rejection-recovery-type-BQ7K,database-only,Pass,95,유지,
report-writing-style-test-mbti-5zzN,database-only,Pass,95,유지,
reunion-energy-type-O7te,database-only,Pass,95,유지,
review-routine-style-7DoW,database-only,Pass,95,유지,
room-temperature-control-Iyh6,database-only,Pass,95,유지,
salad-dressing-mbti-test-vb9p,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
scent-rest-type-pS0q,database-only,Pass,95,유지,
scholarship-preparation-test-XfMX,database-only,Pass,95,유지,
search-query-style-w81Y,database-only,Pass,95,유지,
secret-keeping-style-zDhY,database-only,Pass,95,유지,
series-rewatch-trigger-JYm_,database-only,Pass,95,유지,
shared-fridge-etiquette-JVC8,database-only,Pass,95,유지,
shared-space-style-MS5K,database-only,Pass,95,유지,
shoe-rack-order-NEo-,database-only,Pass,95,유지,
sink-dish-timing-ckDP,database-only,Pass,95,유지,
slang-adoption-type-cc0Q,database-only,Pass,95,유지,
sns-profile-vibe-3Pd7,database-only,Pass,95,유지,
solo-time-recharge-fhhz,database-only,Pass,95,유지,
split-bill-discussion-S3YP,database-only,Pass,95,유지,
spoiler-boundary-FnQO,database-only,Pass,95,유지,
spring-change-drive-zy00,database-only,Pass,95,유지,
story-highlight-curation-Ik3b,database-only,Pass,95,유지,
study-break-timing-K8Ot,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
subway-vs-bus-personality-test-93VO,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
sushi-mbti-test-Yw65,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
tanghulu-mbti-test-ej0S,database-only,Pass,95,유지,
tangsooyuk-test-8enk,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
task-switching-speed-Wn6a,database-only,P1,40,SEO/목차/관련 링크/문구 품질 보강,P1 DB thin result rows: 16
test-quiz-2-godsaeng-master-Tjjb,database-only,P2,70,SEO/목차/관련 링크/문구 품질 보강,P2 DB test description too short
timetable-planning-style-vQJS,database-only,Pass,95,유지,
trailer-trust-type-vTSg,database-only,Pass,95,유지,
trash-bag-replacement-mPUj,database-only,Pass,95,유지,
umbrella-prep-style-PBoR,database-only,Pass,95,유지,
umbrella-sharing-style-bTtR,database-only,Pass,95,유지,
utility-bill-style-NmoJ,database-only,Pass,95,유지,
vacation-afterglow-WWzL,database-only,Pass,95,유지,
vacation-handover-mbti-test-HJA0,database-only,Pass,95,유지,
waiting-line-behavior-0oBM,database-only,Pass,95,유지,
wallet-place-routine-mJpI,database-only,Pass,95,유지,
warranty-repair-response-vkIk,database-only,Pass,95,유지,
weekend-invitation-choice-euCX,database-only,Pass,95,유지,
winter-layering-style-fNqz,database-only,Pass,95,유지,
work-handover-style-test-8pFU,database-only,Pass,95,유지,
work-note-habit-test-r7CT,database-only,Pass,95,유지,
work-priority-test-bdXE,database-only,Pass,95,유지,
work-refusal-style-test-E4sK,database-only,Pass,95,유지,
work-request-style-PmKx,database-only,Pass,95,유지,
year-end-reflection-oF8m,database-only,Pass,95,유지,
